"Program","Year","Period","Week Ending","State","State ANSI","Fruit","ORGANIC","Organic detail","Category","Chemical","Amount","Value","CV (%)"
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","(SULFOXAFLOR = 5210)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","(THIAMETHOXAM = 60109)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","(TOTAL)",6200,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","(ACIBENZOLAR-S-METHYL = 61402)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","(CYTOKININS = 116801)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","(ETHEPHON = 99801)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","(INDOLEBUTYRIC ACID = 46701)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","(METAM-POTASSIUM = 39002)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","(PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 = 6800)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","(TOTAL)",8600,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(AZOXYSTROBIN = 128810)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(BACILLUS SUBTILIS = 6479)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(BORAX DECAHYDRATE = 11102)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(BOSCALID = 128008)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(CAPTAN = 81301)",2.025,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(CYFLUFENAMID = 555550)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(CYPRODINIL = 288202)",0.294,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(DIFENOCONAZOLE = 128847)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(FENHEXAMID = 90209)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(FLUDIOXONIL = 71503)",0.189,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(FLUOPYRAM = 80302)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(FOSETYL-AL = 123301)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(MEFENOXAM = 113502)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(MONO-POTASSIUM SALT = 76416)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(PROPICONAZOLE = 122101)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(PYDIFLUMETOFEN = 90110)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(PYRACLOSTROBIN = 99100)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(PYRIMETHANIL = 288201)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(TETRACONAZOLE = 120603)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(THIOPHANATE-METHYL = 102001)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(THIRAM = 79801)",2.38,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","(TRIFLUMIZOLE = 128879)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","(CARFENTRAZONE-ETHYL = 128712)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","(CLETHODIM = 121011)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","(COPPER ETHANOLAMINE = 24409)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","(DIMETHENAMID = 129051)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","(FLUMIOXAZIN = 129034)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","(FLUROXYPYR 1-MHE = 128968)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","(HALOSULFURON-METHYL = 128721)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","(KANTOR = 129108)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(ABAMECTIN = 122804)",0.017,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(ACETAMIPRID = 99050)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(BIFENAZATE = 586)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(BIFENTHRIN = 128825)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(CARBARYL = 56801)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(CHLORANTRANILIPROLE = 90100)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(CYANTRANILIPROLE = 90098)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(CYFLUMETOFEN = 138831)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(DIAZINON = 57801)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(FENAZAQUIN = 44501)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(FENPYROXIMATE = 129131)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(IMIDACLOPRID = 129099)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(MALATHION = 57701)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(METHOXYFENOZIDE = 121027)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(NALED = 34401)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(NOVALURON = 124002)",0.072,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(SPINETORAM = 110007)",0.069,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(SPIROMESIFEN = 24875)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(SULFOXAFLOR = 5210)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","(THIAMETHOXAM = 60109)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","(ACIBENZOLAR-S-METHYL = 61402)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","(CYTOKININS = 116801)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","(ETHEPHON = 99801)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","(INDOLEBUTYRIC ACID = 46701)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","(METAM-POTASSIUM = 39002)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","(PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 = 6800)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(AZOXYSTROBIN = 128810)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(BACILLUS SUBTILIS = 6479)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(BORAX DECAHYDRATE = 11102)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(BOSCALID = 128008)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(CAPTAN = 81301)",21.339,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(CYFLUFENAMID = 555550)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(CYPRODINIL = 288202)",0.816,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(DIFENOCONAZOLE = 128847)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(FENHEXAMID = 90209)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(FLUDIOXONIL = 71503)",0.652,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(FLUOPYRAM = 80302)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(FOSETYL-AL = 123301)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(MEFENOXAM = 113502)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(MONO-POTASSIUM SALT = 76416)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(PROPICONAZOLE = 122101)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(PYDIFLUMETOFEN = 90110)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(PYRACLOSTROBIN = 99100)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(PYRIMETHANIL = 288201)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(TETRACONAZOLE = 120603)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(THIOPHANATE-METHYL = 102001)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(THIRAM = 79801)",22.509,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, FUNGICIDE","(TRIFLUMIZOLE = 128879)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","(CARFENTRAZONE-ETHYL = 128712)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","(CLETHODIM = 121011)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","(COPPER ETHANOLAMINE = 24409)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","(DIMETHENAMID = 129051)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","(FLUMIOXAZIN = 129034)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","(FLUROXYPYR 1-MHE = 128968)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","(HALOSULFURON-METHYL = 128721)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, HERBICIDE","(KANTOR = 129108)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","(ABAMECTIN = 122804)",0.037,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","(ACETAMIPRID = 99050)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","(BIFENAZATE = 586)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","(BIFENTHRIN = 128825)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","(CARBARYL = 56801)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","(CHLORANTRANILIPROLE = 90100)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","(CYANTRANILIPROLE = 90098)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","(CYFLUMETOFEN = 138831)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","(DIAZINON = 57801)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","(FENAZAQUIN = 44501)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","(FENPYROXIMATE = 129131)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","(IMIDACLOPRID = 129099)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","(MALATHION = 57701)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","(METHOXYFENOZIDE = 121027)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","(NALED = 34401)",NA,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","(NOVALURON = 124002)",0.187,NA
"SURVEY",2021,"YEAR",NA,"FLORIDA","12","STRAWBERRIES","BEARING",NA,"APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","CHEMICAL, INSECTICIDE","(SPINETORAM = 110007)",0.124,NA
